Packet_ID,Flow,Queue,Arrival,Deadline,Execution_Time,Scheduled,Gate_Open,Gate_Close,Response_Time
P31_1,F31,6,0,100000,10072,True,0.0,10072.0,10072.0
P11_1,F11,4,0,100000,6807,True,10168.0,16975.0,16975.0
P5_1,F5,6,0,100000,4339,True,17071.0,21410.0,21410.0
P4_1,F4,6,0,100000,641,True,21506.0,22147.0,22147.0
P26_1,F26,4,0,200000,2700,True,22243.0,24943.0,24943.0
P32_1,F32,5,0,200000,2278,True,25039.0,27317.0,27317.0
P21_1,F21,5,0,400000,11394,True,27413.0,38807.0,38807.0
P1_1,F1,5,0,400000,8419,True,38903.0,47322.0,47322.0
P29_1,F29,6,0,400000,7525,True,47418.0,54943.0,54943.0
P9_1,F9,3,0,400000,6836,True,55039.0,61875.0,61875.0
P16_1,F16,5,0,400000,6659,True,61971.0,68630.0,68630.0
P14_1,F14,1,0,400000,6163,True,68726.0,74889.0,74889.0
P17_1,F17,7,0,400000,4756,True,74985.0,79741.0,79741.0
P6_1,F6,4,0,400000,3297,True,79837.0,83134.0,83134.0
P8_1,F8,7,0,400000,2348,True,83230.0,85578.0,85578.0
P10_1,F10,1,0,400000,2294,True,85674.0,87968.0,87968.0
P25_1,F25,3,0,400000,2132,True,88064.0,90196.0,90196.0
P7_1,F7,7,0,400000,1516,True,90292.0,91808.0,91808.0
P28_1,F28,6,0,400000,869,True,91904.0,92773.0,92773.0
P3_1,F3,1,0,400000,755,True,92869.0,93624.0,93624.0
P13_1,F13,2,0,400000,644,True,93720.0,94364.0,94364.0
P15_1,F15,4,0,400000,600,True,94460.0,95060.0,95060.0
P23_1,F23,6,0,400000,600,True,95156.0,95756.0,95756.0
P27_1,F27,2,0,400000,600,True,95852.0,96452.0,96452.0
P11_2,F11,4,100000,200000,6807,True,100000.0,106807.0,6807.0
P5_2,F5,6,100000,200000,4339,True,106903.0,111242.0,11242.0
P20_2,F20,6,100000,200000,1386,True,111338.0,112724.0,12724.0
P24_1,F24,8,0,200000,5433,True,112820.0,118253.0,118253.0
P30_1,F30,8,0,400000,8980,True,118349.0,127329.0,127329.0
P2_1,F2,8,0,400000,7745,True,127425.0,135170.0,135170.0
P12_1,F12,8,0,400000,4662,True,135266.0,139928.0,139928.0
P22_1,F22,8,0,400000,2913,True,140024.0,142937.0,142937.0
P18_1,F18,8,0,400000,1573,True,143033.0,144606.0,144606.0
P19_1,F19,8,0,400000,600,True,144702.0,145302.0,145302.0
P31_2,F31,8,100000,200000,10072,True,145398.0,155470.0,55470.0
P4_2,F4,8,100000,200000,641,True,155566.0,156207.0,56207.0
P31_3,F31,6,200000,300000,10072,True,200000.0,210072.0,10072.0
P20_3,F20,6,200000,300000,1386,True,210168.0,211554.0,11554.0
P4_3,F4,6,200000,300000,641,True,211650.0,212291.0,12291.0
P24_2,F24,4,200000,400000,5433,True,212387.0,217820.0,17820.0
P26_2,F26,4,200000,400000,2700,True,217916.0,220616.0,20616.0
P11_3,F11,8,200000,300000,6807,True,220712.0,227519.0,27519.0
P5_3,F5,8,200000,300000,4339,True,227615.0,231954.0,31954.0
P32_2,F32,8,200000,400000,2278,True,232050.0,234328.0,34328.0
P31_4,F31,6,300000,400000,10072,True,300000.0,310072.0,10072.0
P11_4,F11,4,300000,400000,6807,True,310168.0,316975.0,16975.0
P5_4,F5,6,300000,400000,4339,True,317071.0,321410.0,21410.0
P4_4,F4,6,300000,400000,641,True,321506.0,322147.0,22147.0
P20_4,F20,8,300000,400000,1386,True,322243.0,323629.0,23629.0
P11_5,F11,4,400000,500000,6807,True,400000.0,406807.0,6807.0
P5_5,F5,6,400000,500000,4339,True,406903.0,411242.0,11242.0
P20_5,F20,6,400000,500000,1386,True,411338.0,412724.0,12724.0
P24_3,F24,4,400000,600000,5433,True,412820.0,418253.0,18253.0
P32_3,F32,5,400000,600000,2278,True,418349.0,420627.0,20627.0
P30_2,F30,3,400000,800000,8980,True,420723.0,429703.0,29703.0
P1_2,F1,5,400000,800000,8419,True,429799.0,438218.0,38218.0
P2_2,F2,4,400000,800000,7745,True,438314.0,446059.0,46059.0
P12_2,F12,3,400000,800000,4662,True,446155.0,450817.0,50817.0
P6_2,F6,4,400000,800000,3297,True,450913.0,454210.0,54210.0
P22_2,F22,2,400000,800000,2913,True,454306.0,457219.0,57219.0
P10_2,F10,1,400000,800000,2294,True,457315.0,459609.0,59609.0
P25_2,F25,3,400000,800000,2132,True,459705.0,461837.0,61837.0
P18_2,F18,5,400000,800000,1573,True,461933.0,463506.0,63506.0
