Queue,Flow,Packet_ID,Type,Arrival,Deadline,Exec,Start,Finish,Slack
1,F19,P19_1,O,0,400000,600,,,
1,F19,P19_2,M,400000,800000,600,402051.0,402651.0,397349.0
1,F19,P19_3,M,800000,1200000,600,801897.0,802497.0,397503.0
1,F19,P19_4,O,1200000,1600000,600,,,
1,F19,P19_5,M,1600000,2000000,600,1601897.0,1602497.0,397503.0
1,F19,P19_6,M,2000000,2400000,600,2002051.0,2002651.0,397349.0
1,F34,P34_1,M,0,400000,748,1149.0,1897.0,398103.0
1,F34,P34_2,O,400000,800000,748,,,
1,F34,P34_3,M,800000,1200000,748,801149.0,801897.0,398103.0
1,F34,P34_4,O,1200000,1600000,748,,,
1,F34,P34_5,M,1600000,2000000,748,1601149.0,1601897.0,398103.0
1,F34,P34_6,O,2000000,2400000,748,,,
1,F42,P42_1,M,0,400000,1149,0.0,1149.0,398851.0
1,F42,P42_2,O,400000,800000,1149,,,
1,F42,P42_3,M,800000,1200000,1149,800000.0,801149.0,398851.0
1,F42,P42_4,O,1200000,1600000,1149,,,
1,F42,P42_5,M,1600000,2000000,1149,1600000.0,1601149.0,398851.0
1,F42,P42_6,O,2000000,2400000,1149,,,
1,F48,P48_1,O,0,400000,2051,,,
1,F48,P48_2,M,400000,800000,2051,400000.0,402051.0,397949.0
1,F48,P48_3,O,800000,1200000,2051,,,
1,F48,P48_4,M,1200000,1600000,2051,1200000.0,1202051.0,397949.0
1,F48,P48_5,O,1600000,2000000,2051,,,
1,F48,P48_6,M,2000000,2400000,2051,2000000.0,2002051.0,397949.0
2,F1,P1_1,M,0,100000,680,765.0,1445.0,98555.0
2,F1,P1_2,M,100000,200000,680,100000.0,100680.0,99320.0
2,F1,P1_3,O,200000,300000,680,,,
2,F1,P1_4,M,300000,400000,680,300765.0,301445.0,98555.0
2,F1,P1_5,M,400000,500000,680,400000.0,400680.0,99320.0
2,F1,P1_6,O,500000,600000,680,,,
2,F1,P1_7,M,600000,700000,680,600765.0,601445.0,98555.0
2,F1,P1_8,M,700000,800000,680,700000.0,700680.0,99320.0
2,F1,P1_9,O,800000,900000,680,,,
2,F1,P1_10,M,900000,1000000,680,900765.0,901445.0,98555.0
2,F1,P1_11,M,1000000,1100000,680,1000000.0,1000680.0,99320.0
2,F1,P1_12,O,1100000,1200000,680,,,
2,F1,P1_13,M,1200000,1300000,680,1200765.0,1201445.0,98555.0
2,F1,P1_14,M,1300000,1400000,680,1300000.0,1300680.0,99320.0
2,F1,P1_15,O,1400000,1500000,680,,,
2,F1,P1_16,M,1500000,1600000,680,1500765.0,1501445.0,98555.0
2,F1,P1_17,M,1600000,1700000,680,1600000.0,1600680.0,99320.0
2,F1,P1_18,O,1700000,1800000,680,,,
2,F1,P1_19,M,1800000,1900000,680,1800765.0,1801445.0,98555.0
