Optimizer,Statistics for model 'QueueMapper',Problem type,Rows,Columns,Nonzeros,Continuous_Variables,Integer_Variables,Binary_Variables,Matrix range_Min,Matrix range_Max,Objective range_Min,Objective range_Max,Bounds range_Min,Bounds range_Max,RHS range_Min,RHS range_Max,Input_File,Solving_Time_Seconds,Solving_Time_Minutes
Mapping,,MIP,37368,1944,142674,648,1296,648,1e+00,2e+06,1e+00,2e+06,1e+00,2e+06,1e+00,5e+06,flows_48_u_1.0_7q_run_26.csv,7.4726,0.1245
