Packet_ID,Flow,Queue,Arrival,Deadline,Execution_Time,Scheduled,Gate_Open,Gate_Close,Response_Time
P26_1,F26,6,0,50000,3215,True,0.0,3215.0,3215.0
P3_1,F3,6,0,50000,2732,True,3311.0,6043.0,6043.0
P5_1,F5,6,0,100000,11855,True,6139.0,17994.0,17994.0
P15_1,F15,6,0,100000,9685,True,18090.0,27775.0,27775.0
P8_1,F8,3,0,200000,10254,True,27871.0,38125.0,38125.0
P10_1,F10,6,0,200000,10194,True,38221.0,48415.0,48415.0
P6_1,F6,6,0,200000,9190,True,48511.0,57701.0,57701.0
P4_1,F4,6,0,200000,7894,True,57797.0,65691.0,65691.0
P31_1,F31,6,0,400000,10787,True,65787.0,76574.0,76574.0
P13_1,F13,6,0,400000,600,True,76670.0,77270.0,77270.0
P24_2,F24,6,50000,100000,3689,True,77366.0,81055.0,31055.0
P26_2,F26,6,50000,100000,3215,True,81151.0,84366.0,34366.0
P12_2,F12,6,50000,100000,970,True,84462.0,85432.0,35432.0
P7_1,F7,5,0,200000,9131,True,85528.0,94659.0,94659.0
P16_1,F16,3,0,200000,8275,True,94755.0,103030.0,103030.0
P24_3,F24,6,100000,150000,3689,True,103126.0,106815.0,6815.0
P3_3,F3,6,100000,150000,2732,True,106911.0,109643.0,9643.0
P12_3,F12,6,100000,150000,970,True,109739.0,110709.0,10709.0
P5_2,F5,6,100000,200000,11855,True,110805.0,122660.0,22660.0
P22_2,F22,6,100000,200000,10663,True,122756.0,133419.0,33419.0
P15_2,F15,6,100000,200000,9685,True,133515.0,143200.0,43200.0
P9_1,F9,2,0,200000,7709,True,143296.0,151005.0,151005.0
P14_1,F14,7,0,200000,6103,True,151101.0,157204.0,157204.0
P1_1,F1,3,0,200000,5738,True,157300.0,163038.0,163038.0
P29_1,F29,1,0,200000,4901,True,163134.0,168035.0,168035.0
P25_1,F25,2,0,200000,3751,True,168131.0,171882.0,171882.0
P26_4,F26,6,150000,200000,3215,True,171978.0,175193.0,25193.0
P3_4,F3,6,150000,200000,2732,True,175289.0,178021.0,28021.0
P27_1,F27,5,0,400000,10937,True,178117.0,189054.0,189054.0
P28_1,F28,3,0,400000,9507,True,189150.0,198657.0,198657.0
P21_1,F21,5,0,400000,9354,True,198753.0,208107.0,208107.0
P24_5,F24,6,200000,250000,3689,True,208203.0,211892.0,11892.0
P26_5,F26,6,200000,250000,3215,True,211988.0,215203.0,15203.0
P12_5,F12,6,200000,250000,970,True,215299.0,216269.0,16269.0
P22_3,F22,6,200000,300000,10663,True,216365.0,227028.0,27028.0
P10_2,F10,6,200000,400000,10194,True,227124.0,237318.0,37318.0
P11_1,F11,5,0,400000,1182,True,237414.0,238596.0,238596.0
P18_2,F18,5,200000,400000,9953,True,238692.0,248645.0,48645.0
P32_1,F32,3,0,400000,4914,True,248741.0,253655.0,253655.0
P6_2,F6,6,200000,400000,9190,True,253751.0,262941.0,62941.0
P24_6,F24,6,250000,300000,3689,True,263037.0,266726.0,16726.0
P3_6,F3,6,250000,300000,2732,True,266822.0,269554.0,19554.0
P12_6,F12,6,250000,300000,970,True,269650.0,270620.0,20620.0
P20_2,F20,3,200000,400000,9839,True,270716.0,280555.0,80555.0
P17_1,F17,7,0,400000,6436,True,280651.0,287087.0,287087.0
P1_2,F1,3,200000,400000,5738,True,287183.0,292921.0,92921.0
P25_2,F25,2,200000,400000,3751,True,293017.0,296768.0,96768.0
P23_1,F23,1,0,400000,3569,True,296864.0,300433.0,300433.0
P26_7,F26,6,300000,350000,3215,True,300529.0,303744.0,3744.0
P3_7,F3,6,300000,350000,2732,True,303840.0,306572.0,6572.0
P5_4,F5,6,300000,400000,11855,True,306668.0,318523.0,18523.0
P15_4,F15,6,300000,400000,9685,True,318619.0,328304.0,28304.0
P19_1,F19,8,0,400000,600,True,328400.0,329000.0,329000.0
P16_2,F16,8,200000,400000,8275,True,329096.0,337371.0,137371.0
P24_8,F24,6,350000,400000,3689,True,350000.0,353689.0,3689.0
P26_8,F26,6,350000,400000,3215,True,353785.0,357000.0,7000.0
P12_8,F12,6,350000,400000,970,True,357096.0,358066.0,8066.0
