Optimizer,Statistics for model 'QueueMapper',Problem type,Rows,Columns,Nonzeros,Continuous_Variables,Integer_Variables,Binary_Variables,Matrix range_Min,Matrix range_Max,Objective range_Min,Objective range_Max,Bounds range_Min,Bounds range_Max,RHS range_Min,RHS range_Max,Input_File,Solving_Time_Seconds,Solving_Time_Minutes,Statistics for model 'NetworkScheduler'
Mapping,,MIP,29517,1638,112332,546,1092,546,1.0,2000000.0,1.0,2000000.0,1.0,2000000.0,1.0,5000000.0,flows_48_u_1.0_7q_run_67.csv,5.0662,0.0844,
GCL,,MIP,524022,218845,1674449,0,218845,218299,1e+00,2e+06,1e+00,1e+02,1e+00,2e+06,1e+00,5e+06,flows_48_u_1.0_7q_run_67.csv,3600.1368,60.0023,
