Optimizer,Statistics for model 'QueueMapper',Problem type,Rows,Columns,Nonzeros,Continuous_Variables,Integer_Variables,Binary_Variables,Matrix range_Min,Matrix range_Max,Objective range_Min,Objective range_Max,Bounds range_Min,Bounds range_Max,RHS range_Min,RHS range_Max,Input_File,Solving_Time_Seconds,Solving_Time_Minutes,Statistics for model 'NetworkScheduler'
Mapping,,MIP,56013,1638,218316,546,1092,546,1.0,2000000.0,1.0,2000000.0,1.0,2000000.0,1.0,5000000.0,flows_48_u_1.0_7q_run_56.csv,3600.0579,60.001,
GCL,,MIP,531251,217916,1686872,0,217916,217370,1.0,2000000.0,1.0,100.0,1.0,2000000.0,1.0,5000000.0,flows_48_u_1.0_7q_run_56.csv,3600.4027,60.0067,
GCL,,MIP,531251,217916,1686872,0,217916,217370,1e+00,2e+06,1e+00,1e+02,1e+00,2e+06,1e+00,5e+06,flows_48_u_1.0_7q_run_56.csv,3600.3014,60.005,
