Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,6,0,200000,4022,130082.0,134104.0,134104.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F1,P1_2,6,200000,400000,4022,300309.0,304331.0,104331.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F1,P1_3,8,400000,600000,4022,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F1,P1_4,6,600000,800000,4022,727637.0,731659.0,131659.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F1,P1_5,6,800000,1000000,4022,865798.0,869820.0,69820.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F1,P1_6,8,1000000,1200000,4022,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F10,P10_1,1,0,400000,4128,237482.0,241610.0,241610.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F10,P10_2,1,400000,800000,4128,617407.0,621535.0,221535.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F10,P10_3,8,800000,1200000,4128,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_1,8,0,200000,6095,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_2,1,200000,400000,6095,257890.0,263985.0,63985.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_3,1,400000,600000,6095,470948.0,477043.0,77043.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_4,8,600000,800000,6095,685576.0,691671.0,91671.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_5,1,800000,1000000,6095,845952.0,852047.0,52047.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F11,P11_6,1,1000000,1200000,6095,1116093.0,1122188.0,122188.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_1,6,0,100000,8520,80258.0,88778.0,88778.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_2,6,100000,200000,8520,183534.0,192054.0,92054.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_3,8,200000,300000,8520,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_4,6,300000,400000,8520,315318.0,323838.0,23838.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_5,6,400000,500000,8520,481652.0,490172.0,90172.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_6,8,500000,600000,8520,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_7,6,600000,700000,8520,608887.0,617407.0,17407.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_8,6,700000,800000,8520,787591.0,796111.0,96111.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_9,8,800000,900000,8520,,,,Optional Packets- Not Scheduled,No,N/A,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
F12,P12_10,6,900000,1000000,8520,929003.0,937523.0,37523.0,Scheduled - Deadline Met,Yes,Yes,616.1470122337341,10.269116870562236,11,31.0,Gap Stable for 5 Checks
