Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,4,0,200000,1379,101782.0,103161.0,103161.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_2,8,200000,400000,1379,301761.0,303140.0,103140.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_3,4,400000,600000,1379,414502.0,415881.0,15881.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_4,4,600000,800000,1379,670400.0,671779.0,71779.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_5,8,800000,1000000,1379,915802.0,917181.0,117181.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_6,4,1000000,1200000,1379,1123492.0,1124871.0,124871.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_7,4,1200000,1400000,1379,1212022.0,1213401.0,13401.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_8,8,1400000,1600000,1379,1516052.0,1517431.0,117431.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_9,4,1600000,1800000,1379,1728121.0,1729500.0,129500.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_10,4,1800000,2000000,1379,1858710.0,1860089.0,60089.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
F1,P1_11,8,2000000,2200000,1379,2113016.0,2114395.0,114395.0,Scheduled - Deadline Met,Yes,Yes,3600.1351685523987,60.002252809206645,9,7986.0,Gurobi Status: 9
