Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,200000,7751,124131.0,131882.0,131882.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F1,P1_2,1,200000,400000,7751,258606.0,266357.0,66357.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F1,P1_3,8,400000,600000,7751,466467.0,474218.0,74218.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F1,P1_4,1,600000,800000,7751,694540.0,702291.0,102291.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F1,P1_5,1,800000,1000000,7751,910194.0,917945.0,117945.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F1,P1_6,8,1000000,1200000,7751,1066414.0,1074165.0,74165.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F10,P10_1,4,0,100000,6740,35166.0,41906.0,41906.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F10,P10_2,4,100000,200000,6740,180478.0,187218.0,87218.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F10,P10_3,8,200000,300000,6740,,,,Optional Packets- Not Scheduled,No,N/A,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F10,P10_4,4,300000,400000,6740,384512.0,391252.0,91252.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
F10,P10_5,4,400000,500000,6740,449190.0,455930.0,55930.0,Scheduled - Deadline Met,Yes,Yes,179.59018325805664,2.9931697209676105,11,37.0,Gap Stable for 5 Checks
