Queue,Flow,Packet_ID,Type,Arrival,Deadline,Exec,Start,Finish,Slack
1,F15,P15_1,O,0,400000,6330,,,
1,F15,P15_2,M,400000,800000,6330,400000.0,406330.0,393670.0
1,F15,P15_3,M,800000,1200000,6330,800000.0,806330.0,393670.0
1,F24,P24_1,M,0,400000,3758,0.0,3758.0,396242.0
1,F24,P24_2,O,400000,800000,3758,,,
1,F24,P24_3,M,800000,1200000,3758,806330.0,810088.0,389912.0
1,F28,P28_1,M,0,400000,3127,3758.0,6885.0,393115.0
1,F28,P28_2,M,400000,800000,3127,406330.0,409457.0,390543.0
1,F28,P28_3,O,800000,1200000,3127,,,
1,F31,P31_1,M,0,400000,674,6885.0,7559.0,392441.0
1,F31,P31_2,M,400000,800000,674,409457.0,410131.0,389869.0
1,F31,P31_3,O,800000,1200000,674,,,
2,F10,P10_1,O,0,200000,5879,,,
2,F10,P10_2,M,200000,400000,5879,200000.0,205879.0,194121.0
2,F10,P10_3,M,400000,600000,5879,401178.0,407057.0,192943.0
2,F10,P10_4,O,600000,800000,5879,,,
2,F10,P10_5,M,800000,1000000,5879,800000.0,805879.0,194121.0
2,F10,P10_6,M,1000000,1200000,5879,1001178.0,1007057.0,192943.0
2,F11,P11_1,M,0,400000,4831,14734.0,19565.0,380435.0
2,F11,P11_2,M,400000,800000,4831,413577.0,418408.0,381592.0
2,F11,P11_3,O,800000,1200000,4831,,,
2,F12,P12_1,M,0,200000,4341,1178.0,5519.0,194481.0
2,F12,P12_2,M,200000,400000,4341,205879.0,210220.0,189780.0
2,F12,P12_3,O,400000,600000,4341,,,
2,F12,P12_4,M,600000,800000,4341,601178.0,605519.0,194481.0
2,F12,P12_5,M,800000,1000000,4341,805879.0,810220.0,189780.0
2,F12,P12_6,O,1000000,1200000,4341,,,
2,F14,P14_1,O,0,400000,6520,,,
2,F14,P14_2,M,400000,800000,6520,407057.0,413577.0,386423.0
2,F14,P14_3,M,800000,1200000,6520,819435.0,825955.0,374045.0
2,F17,P17_1,M,0,400000,1117,21303.0,22420.0,377580.0
2,F17,P17_2,M,400000,800000,1117,420146.0,421263.0,378737.0
2,F17,P17_3,O,800000,1200000,1117,,,
2,F19,P19_1,M,0,100000,1178,0.0,1178.0,98822.0
2,F19,P19_2,M,100000,200000,1178,100000.0,101178.0,98822.0
2,F19,P19_3,O,200000,300000,1178,,,
2,F19,P19_4,M,300000,400000,1178,300000.0,301178.0,98822.0
2,F19,P19_5,M,400000,500000,1178,400000.0,401178.0,98822.0
2,F19,P19_6,O,500000,600000,1178,,,
2,F19,P19_7,M,600000,700000,1178,600000.0,601178.0,98822.0
2,F19,P19_8,M,700000,800000,1178,700000.0,701178.0,98822.0
2,F19,P19_9,O,800000,900000,1178,,,
2,F19,P19_10,M,900000,1000000,1178,900000.0,901178.0,98822.0
2,F19,P19_11,M,1000000,1100000,1178,1000000.0,1001178.0,98822.0
2,F19,P19_12,O,1100000,1200000,1178,,,
2,F20,P20_1,M,0,400000,1738,19565.0,21303.0,378697.0
2,F20,P20_2,M,400000,800000,1738,418408.0,420146.0,379854.0
2,F20,P20_3,O,800000,1200000,1738,,,
2,F4,P4_1,M,0,400000,9215,5519.0,14734.0,385266.0
2,F4,P4_2,O,400000,800000,9215,,,
2,F4,P4_3,M,800000,1200000,9215,810220.0,819435.0,380565.0
3,F6,P6_1,M,0,400000,3619,0.0,3619.0,396381.0
3,F6,P6_2,M,400000,800000,3619,400000.0,403619.0,396381.0
3,F6,P6_3,O,800000,1200000,3619,,,
4,F18,P18_1,M,0,400000,5175,6662.0,11837.0,388163.0
4,F18,P18_2,O,400000,800000,5175,,,
4,F18,P18_3,M,800000,1200000,5175,815535.0,820710.0,379290.0
4,F23,P23_1,O,0,400000,7856,,,
4,F23,P23_2,M,400000,800000,7856,401017.0,408873.0,391127.0
4,F23,P23_3,M,800000,1200000,7856,801017.0,808873.0,391127.0
4,F29,P29_1,M,0,400000,1839,11837.0,13676.0,386324.0
4,F29,P29_2,M,400000,800000,1839,408873.0,410712.0,389288.0
4,F29,P29_3,O,800000,1200000,1839,,,
4,F3,P3_1,M,0,400000,1345,13676.0,15021.0,384979.0
4,F3,P3_2,M,400000,800000,1345,410712.0,412057.0,387943.0
4,F3,P3_3,O,800000,1200000,1345,,,
4,F30,P30_1,M,0,400000,6662,0.0,6662.0,393338.0
4,F30,P30_2,O,400000,800000,6662,,,
4,F30,P30_3,M,800000,1200000,6662,808873.0,815535.0,384465.0
4,F9,P9_1,O,0,100000,1017,,,
4,F9,P9_2,M,100000,200000,1017,100000.0,101017.0,98983.0
4,F9,P9_3,M,200000,300000,1017,200000.0,201017.0,98983.0
4,F9,P9_4,O,300000,400000,1017,,,
4,F9,P9_5,M,400000,500000,1017,400000.0,401017.0,98983.0
4,F9,P9_6,M,500000,600000,1017,500000.0,501017.0,98983.0
4,F9,P9_7,O,600000,700000,1017,,,
4,F9,P9_8,M,700000,800000,1017,700000.0,701017.0,98983.0
4,F9,P9_9,M,800000,900000,1017,800000.0,801017.0,98983.0
4,F9,P9_10,O,900000,1000000,1017,,,
4,F9,P9_11,M,1000000,1100000,1017,1000000.0,1001017.0,98983.0
4,F9,P9_12,M,1100000,1200000,1017,1100000.0,1101017.0,98983.0
5,F13,P13_1,M,0,400000,2701,29838.0,32539.0,367461.0
5,F13,P13_2,O,400000,800000,2701,,,
5,F13,P13_3,M,800000,1200000,2701,825434.0,828135.0,371865.0
5,F16,P16_1,O,0,200000,6057,,,
5,F16,P16_2,M,200000,400000,6057,200000.0,206057.0,193943.0
5,F16,P16_3,M,400000,600000,6057,400000.0,406057.0,193943.0
5,F16,P16_4,O,600000,800000,6057,,,
5,F16,P16_5,M,800000,1000000,6057,800000.0,806057.0,193943.0
5,F16,P16_6,M,1000000,1200000,6057,1000000.0,1006057.0,193943.0
5,F22,P22_1,M,0,400000,11877,1873.0,13750.0,386250.0
5,F22,P22_2,M,400000,800000,11877,407930.0,419807.0,380193.0
5,F22,P22_3,O,800000,1200000,11877,,,
5,F25,P25_1,M,0,400000,934,32539.0,33473.0,366527.0
5,F25,P25_2,O,400000,800000,934,,,
5,F25,P25_3,M,800000,1200000,934,828135.0,829069.0,370931.0
5,F27,P27_1,M,0,400000,10541,13750.0,24291.0,375709.0
5,F27,P27_2,M,400000,800000,10541,419807.0,430348.0,369652.0
5,F27,P27_3,O,800000,1200000,10541,,,
5,F32,P32_1,O,0,400000,7053,,,
5,F32,P32_2,M,400000,800000,7053,430348.0,437401.0,362599.0
5,F32,P32_3,M,800000,1200000,7053,806057.0,813110.0,386890.0
5,F5,P5_1,M,0,200000,1873,0.0,1873.0,198127.0
5,F5,P5_2,O,200000,400000,1873,,,
5,F5,P5_3,M,400000,600000,1873,406057.0,407930.0,192070.0
